Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
1600000,2.9718394,379.42857142857144,0.18182516,0.3580714,0.4870860011299374,0.4870860011299374,1.3988860481558367,1.0
1620000,2.98172,527.5,0.076848365,0.3453906,0.2851041740537362,0.2851041740537362,1.6363449503357212,1.0
1640000,2.969953,395.14814814814815,0.19092968,0.3391922,0.5828175886419087,0.5828175886419087,1.3040118866548356,1.0
1660000,2.9737928,611.34375,0.07254347,0.3316363,0.49392968749293686,0.49392968749293686,2.098604154714849,1.0
1680000,2.9886327,438.59574468085106,0.18282533,0.35324764,0.46623723172307746,0.46623723172307746,1.5775739596165874,1.0
1700000,2.9503064,524.9512195121952,0.18673132,0.36939758,0.5952182901468094,0.5952182901468094,1.8508858419954777,1.0
1720000,2.9337406,398.3720930232558,0.19878164,0.36436394,0.33208372672345643,0.33208372672345643,1.335676830776339,1.0
1740000,2.9073324,440.48979591836735,0.18138017,0.37563202,0.5151234739632298,0.5151234739632298,1.542763369766121,1.0
1760000,2.883987,465.35897435897436,0.1731566,0.38018444,0.8026144558641949,0.8026144558641949,1.513823232564487,1.0
1780000,2.9711525,445.8723404255319,0.15318112,0.36871123,0.4853343777952735,0.4853343777952735,1.4328641551740777,1.0
1800000,2.9003375,408.078431372549,0.16589189,0.35540187,0.6167068651251897,0.6167068651251897,1.1852874902748118,1.0
1820000,2.9447,403.59183673469386,0.12976715,0.35027677,0.38074591848316214,0.38074591848316214,1.23330357442705,1.0
1840000,2.9483328,464.0232558139535,0.12077609,0.3433538,0.4679279144126435,0.4679279144126435,1.5577557711038998,1.0
1860000,2.8596637,385.8,0.17412426,0.3370328,0.6497079969676269,0.6497079969676269,1.1956957587599755,1.0
1880000,2.950232,455.6170212765957,0.17794624,0.3185252,0.5308117122287822,0.5308117122287822,1.3598690217836422,1.0
1900000,2.9501774,451.4634146341463,0.1646176,0.33171532,0.22564999096268765,0.22564999096268765,1.5516859202293634,1.0
1920000,2.934591,334.23333333333335,0.23457287,0.3220089,0.5851500033762326,0.5851500033762326,0.9894494082167512,1.0
1940000,2.8897521,463.31111111111113,0.21643563,0.33822337,0.41701932287965476,0.41701932287965476,1.3522552463903346,1.0
1960000,2.8634546,468.35897435897436,0.23137432,0.33445436,0.9600675149413291,0.9600675149413291,1.3544558790978045,1.0
1980000,2.8805442,408.12,0.23491788,0.33413148,0.7125550098909298,0.7125550098909298,1.2621483178250492,1.0
2000000,2.8291688,407.9387755102041,0.31593433,0.32852605,0.9017744919567902,0.9017744919567902,1.1582320545685991,1.0
2020000,2.9136205,484.7317073170732,0.25607464,0.31663388,0.5650597548959834,0.5650597548959834,1.2467080601633005,1.0
2040000,2.8809566,518.081081081081,0.2607315,0.31179836,0.8522756753595171,0.8522756753595171,1.506870759562967,1.0
2060000,2.8247833,373.6896551724138,0.25716656,0.3139767,0.6808870696739429,0.6808870696739429,1.15992247294193,1.0
2080000,2.8584812,447.8139534883721,0.26088837,0.31716263,0.41720699605655176,0.41720699605655176,1.281058154783623,1.0
2100000,2.844105,521.1794871794872,0.2708626,0.3244489,0.8154038545542743,0.8154038545542743,1.5704890640261464,1.0
2120000,2.77846,376.54716981132077,0.32858807,0.3247509,0.8376298152467755,0.8376298152467755,1.1736954256014611,1.0
2140000,2.7638128,541.1794871794872,0.29885066,0.32110542,0.853458741504437,0.853458741504437,1.6260217192815616,1.0
2160000,2.7300758,365.265306122449,0.28977495,0.3241223,0.600754078276864,0.600754078276864,1.1496330343605,1.0
2180000,2.751782,390.23214285714283,0.3570191,0.32689705,0.6368982246609188,0.6368982246609188,1.2669641542285848,1.0
2200000,2.7510314,346.3103448275862,0.29099542,0.3271964,0.2500793159064227,0.2500793159064227,1.1436144198644265,1.0
2220000,2.7852495,327.6551724137931,0.31669083,0.3184383,0.504918982304436,0.504918982304436,0.9322253157864405,1.0
2240000,2.7548382,350.98333333333335,0.32627136,0.3134418,0.7818872846605777,0.7818872846605777,0.9708923210460946,1.0
2260000,2.7895308,373.1296296296296,0.23565993,0.32356608,0.637936110033479,0.637936110033479,1.1173600509969726,1.0
2280000,2.7270555,308.9836065573771,0.27036664,0.26976162,0.805441123031121,0.805441123031121,0.8874852192483002,1.0
2300000,2.736953,419.7111111111111,0.22580372,0.26463863,0.735825567166709,0.735825567166709,1.1068617920805184,1.0
2320000,2.8020236,460.468085106383,0.24095073,0.29996094,0.4153074435323125,0.4153074435323125,1.2614370285969307,1.0
2340000,2.7910633,307.1311475409836,0.27321133,0.2990513,0.8002600091863618,0.8002600091863618,0.9327195417601615,1.0
2360000,2.7469645,374.1923076923077,0.26641586,0.28456426,0.8247943369683783,0.8247943369683783,0.9695018476121268,1.0
2380000,2.6664383,381.43859649122805,0.2837265,0.29005882,1.0798693079955308,1.0798693079955308,1.0017182559363151,1.0
2400000,2.709471,462.27906976744185,0.257958,0.293544,0.9350023253289184,0.9350023253289184,1.4479483713417551,1.0
2420000,2.6750238,274.72,0.33562988,0.29455915,1.0159560925369717,1.0159560925369717,0.7934465347852155,1.0
2440000,2.7103,293.135593220339,0.330958,0.2930716,0.7743458217097213,0.7743458217097213,0.9426531962119042,1.0
2460000,2.7044034,415.54,0.35389954,0.28764716,0.8151610085036373,0.8151610085036373,1.1410640260507352,1.0
2480000,2.6458845,332.741935483871,0.3522607,0.2927531,0.9041024148055811,0.9041024148055811,0.9718753705796365,1.0
2500000,2.6607614,335.3333333333333,0.3579348,0.30201307,0.7044433341856348,0.7044433341856348,0.9337933578528463,1.0
2520000,2.6239686,360.21153846153845,0.37002683,0.29973426,1.075066337649612,1.075066337649612,1.0745822261759224,1.0
2540000,2.6848052,389.25454545454545,0.3661613,0.32075992,0.960973165210345,0.960973165210345,1.1539397250722956,1.0
2560000,2.5884595,300.9516129032258,0.3848251,0.31403747,0.908352387326193,0.908352387326193,0.9748179333816681,1.0
2580000,2.6005948,420.40816326530614,0.35240984,0.3042975,0.8187387733903181,0.8187387733903181,1.186838542472343,1.0
2600000,2.5552878,324.3898305084746,0.38275188,0.30384848,0.6700050865755796,0.6700050865755796,0.8769149881337722,1.0
2620000,2.6289454,471.20454545454544,0.2907293,0.30853832,0.8665441734578222,0.8665441734578222,1.2815668126784785,1.0
2640000,2.551837,372.2280701754386,0.32962322,0.30187473,1.0158564809621398,1.0158564809621398,1.1812805097929582,1.0
2660000,2.6172836,375.9807692307692,0.2837027,0.30845988,0.9812830372632432,0.9812830372632432,1.096470606812675,1.0
2680000,2.5446377,295.8615384615385,0.33896202,0.31002015,0.7936101689301722,0.7936101689301722,0.8449938999256119,1.0
2700000,2.601028,322.3965517241379,0.27978128,0.3092627,0.6148466093197339,0.6148466093197339,0.8934533699273558,1.0
2720000,2.59127,417.6470588235294,0.31046045,0.30861446,0.827944123808194,0.827944123808194,1.1805863454070527,1.0
2740000,2.5638247,486.7368421052632,0.33130354,0.30892798,1.0027934221855646,1.0027934221855646,1.3894915336154794,1.0
2760000,2.5872328,551.4857142857143,0.28186452,0.30846947,0.6196014200420384,0.6196014200420384,1.61527202877083,1.0
2780000,2.4977295,424.98039215686276,0.303711,0.30157763,1.0854401979658195,1.0854401979658195,1.3397760414061886,1.0
2800000,2.405928,438.74468085106383,0.3593493,0.3006878,1.0283413081190742,1.0283413081190742,1.2426857383435834,1.0
2820000,2.3974047,302.8970588235294,0.3389355,0.30600977,0.9533311698243673,0.9533311698243673,0.9813181362857205,1.0
2840000,2.3489203,289.5,0.38793725,0.31036672,0.8546164029441987,0.8546164029441987,0.8702376019362299,1.0
2860000,2.362555,388.63461538461536,0.3220962,0.3104602,0.7772981148802912,0.7772981148802912,1.1785365043225575,1.0
2880000,2.3859541,326.1111111111111,0.36626735,0.31868258,1.014849198638976,1.014849198638976,1.0366183961478752,1.0
2900000,2.3972344,384.4807692307692,0.3555935,0.3219461,0.9680782874775963,0.9680782874775963,1.22260225279573,1.0
2920000,2.4201581,405.3333333333333,0.3443012,0.31948042,1.2437119962109136,1.2437119962109136,1.1871180631779135,1.0
2940000,2.496319,376.15384615384613,0.34490925,0.3144332,1.0258886879990932,1.0258886879990932,1.0365564359422281,1.0
2960000,2.4152,519.2631578947369,0.29667932,0.32253608,0.768875685344274,0.768875685344274,1.421739507321822,1.0
2980000,2.3959866,344.51724137931035,0.33785516,0.3114642,0.6472652616794221,0.6472652616794221,1.0475750619435082,1.0
3000000,2.3247294,351.56140350877195,0.3331058,0.30539033,1.0549236785006717,1.0549236785006717,0.9914277632181582,1.0
3020000,2.4040854,394.40816326530614,0.2642746,0.2946298,1.0218795949784143,1.0218795949784143,1.0477369426920706,1.0
3040000,2.3026373,343.63793103448273,0.35203436,0.29395226,1.005499130053131,1.005499130053131,0.8794934032484889,1.0
3060000,2.4707952,384.8269230769231,0.3346355,0.29098684,0.9638433942605877,0.9638433942605877,0.9432312090582443,1.0
3080000,2.2921002,292.3521126760563,0.4230051,0.29788747,1.051631011970015,1.051631011970015,0.8472437267650811,1.0
3100000,2.2903495,398.3076923076923,0.4509755,0.3033997,1.2570903824514692,1.2570903824514692,1.171078562629051,1.0
3120000,2.3499813,356.94545454545454,0.34891132,0.29328457,0.8187263720742934,0.8187263720742934,0.942911513843997,1.0
3140000,2.2901232,309.3859649122807,0.3614099,0.30207866,1.0274552567657738,1.0274552567657738,0.8678841956548,1.0
3160000,2.3032558,368.8103448275862,0.3643727,0.29521853,0.6296379333397109,0.6296379333397109,1.0850922773252965,1.0
3180000,2.2678618,358.864406779661,0.36015,0.29321662,0.7398940673431182,0.7398940673431182,1.0224134163946796,1.0
3200000,2.2675989,350.1730769230769,0.32539526,0.28887987,1.005787500351289,1.005787500351289,1.0556826597581117,1.0
3220000,2.265896,334.56666666666666,0.35781795,0.2962917,1.042410831490512,1.042410831490512,0.9849997755576624,1.0
3240000,2.2232194,413.4651162790698,0.31912127,0.2876397,1.0302976815274993,1.0302976815274993,1.2145183961513604,1.0
3260000,2.111292,326.84507042253523,0.39031053,0.29256067,0.8209232478674122,0.8209232478674122,0.9023278288569458,1.0
3280000,2.1649845,401.02272727272725,0.29760277,0.3002365,0.9912886305365564,0.9912886305365564,1.2639282509599896,1.0
3300000,2.0492916,374.8363636363636,0.3608334,0.29790822,0.9468472755746916,0.9468472755746916,1.1477210094982928,1.0
3320000,2.014882,380.85714285714283,0.33948,0.2879877,1.2042445585957136,1.2042445585957136,1.1942878112366253,1.0
3340000,2.0421207,295.42424242424244,0.39161155,0.2850591,1.0637589532550973,1.0637589532550973,0.899355856408087,1.0
3360000,2.088953,340.3114754098361,0.40615946,0.27868745,0.9991308295022463,0.9991308295022463,1.0658612046080331,1.0
3380000,2.1065078,376.5,0.3775696,0.284737,1.3046549055051953,1.3046549055051953,1.1395691969231063,1.0
3400000,2.0654242,286.62857142857143,0.41507426,0.28316346,0.9134814367401954,0.9134814367401954,0.8364241169233407,1.0
3420000,2.1051047,307.28125,0.3976447,0.28782484,0.9443945416173847,0.9443945416173847,0.8973130416197819,1.0
3440000,2.0907156,422.42,0.37555343,0.29811332,0.7975020428248729,0.7975020428248729,1.2094476501438387,1.0
3460000,1.917267,368.078431372549,0.4254911,0.29607224,0.5560846267393432,0.5560846267393432,1.1286327250060053,1.0
3480000,2.0097134,366.57142857142856,0.37650073,0.29002383,0.5169410823987813,0.5169410823987813,1.086587425098904,1.0
3500000,2.0919793,300.5970149253731,0.37709537,0.2888364,1.0880128813095684,1.0880128813095684,0.9057829070723418,1.0
3520000,2.1038072,360.2830188679245,0.3533518,0.28484553,0.5427092613794634,0.5427092613794634,0.9496937104268,1.0
3540000,2.1339927,430.2826086956522,0.38215575,0.2901854,0.8406847761488399,0.8406847761488399,1.2051630227664567,1.0
3560000,2.069191,409.72549019607845,0.33077523,0.2960273,0.5758813781379585,0.5758813781379585,1.198496691476298,1.0
3580000,2.0494065,322.93333333333334,0.37034816,0.2894576,0.8935849966122381,0.8935849966122381,0.959730394029369,1.0
3600000,2.0694766,317.8524590163934,0.35416982,0.28950754,0.7287229594541237,0.7287229594541237,0.8484156187623739,1.0
3620000,2.1452591,366.92857142857144,0.37532237,0.29491365,0.7926526924562235,0.7926526924562235,0.9846038040455564,1.0
3640000,1.9935658,265.59493670886076,0.3431739,0.30515447,1.0063696276614607,1.0063696276614607,0.7708713973789841,1.0
3660000,2.0598419,282.3181818181818,0.39449814,0.2858036,1.2030295429559015,1.2030295429559015,0.7176187922401974,1.0
3680000,2.0394764,324.8181818181818,0.37487212,0.29906496,0.904130303968321,0.904130303968321,0.8674939206349804,1.0
3700000,2.1272848,276.27777777777777,0.40335858,0.28922024,0.9506090321845275,0.9506090321845275,0.7791545444342773,1.0
3720000,2.2130263,260.36986301369865,0.40921107,0.28182417,0.8775472284164102,0.8775472284164102,0.6989966585566031,1.0
3740000,1.9989643,282.3382352941176,0.46479186,0.28828478,1.066478989725537,1.066478989725537,0.8050046923529842,1.0
3760000,2.0157301,330.2280701754386,0.41699618,0.29550925,1.0014887883981232,1.0014887883981232,0.916151779478994,1.0
3780000,2.0430608,286.2162162162162,0.45500526,0.29685113,1.1314148699537916,1.1314148699537916,0.8203636070058958,1.0
3800000,2.0820932,253.13333333333333,0.4501281,0.2957328,0.8022594632434571,0.8022594632434571,0.6737106392416486,1.0
3820000,2.0211735,283.3157894736842,0.48172364,0.3066594,1.049352604702403,1.049352604702403,0.8404735729049939,1.0
3840000,1.9983842,257.6268656716418,0.43285644,0.2916108,1.1012373171271512,1.1012373171271512,0.7243167731090824,1.0
3860000,2.0372672,292.16883116883116,0.4208408,0.2929272,0.5637000115212604,0.5637000115212604,0.755228574523799,1.0
3880000,2.0254164,289.19117647058823,0.39816585,0.29508358,0.9283664173971333,0.9283664173971333,0.7881515454987426,1.0
3900000,1.9903027,255.32,0.3968305,0.29707068,0.7965578921234977,0.7965578921234977,0.7103597618590453,1.0
3920000,2.0038621,280.8333333333333,0.36837935,0.29068014,0.8746673622788674,0.8746673622788674,0.7980930583823161,1.0
3940000,1.9074099,276.59420289855075,0.3520444,0.2928503,0.7203007294206738,0.7203007294206738,0.8283651497660448,1.0
3960000,1.9373336,295.1388888888889,0.44275072,0.2953407,0.9581428648844719,0.9581428648844719,0.8785738749230014,1.0
3980000,2.006873,329.16129032258067,0.36288866,0.29916617,1.0291999974593167,1.0291999974593167,0.9056902621842681,1.0
4000000,2.0135176,311.14516129032256,0.372357,0.28325483,0.5856656266921618,0.5856656266921618,0.787706401963078,1.0
4020000,1.9172004,255.02439024390245,0.39814416,0.29465872,1.1923981751073947,1.1923981751073947,0.6933803529785264,1.0
4040000,1.972771,331.9298245614035,0.39103934,0.2952253,1.006139290383414,1.006139290383414,0.9077717945703105,1.0
4060000,1.8752605,243.1,0.44389758,0.28805628,1.0359703743741215,1.0359703743741215,0.638201584776484,1.0
4080000,1.9608043,291.47945205479454,0.39077532,0.29611376,1.0246763915331232,1.0246763915331232,0.8301428907757832,1.0
4100000,2.017251,265.15277777777777,0.39425257,0.29782912,1.0505861101361613,1.0505861101361613,0.7251008518441167,1.0
4120000,1.8742456,248.67948717948718,0.4461485,0.2925575,1.0843519368546624,1.0843519368546624,0.6283499763126318,1.0
4140000,1.8928636,249.6829268292683,0.46854618,0.30116448,1.1214717002610075,1.1214717002610075,0.665319485502901,1.0
4160000,1.8243859,263.1578947368421,0.47113013,0.29809433,1.1463105324487275,1.1463105324487275,0.6934372933549304,1.0
4180000,2.0196605,295.2352941176471,0.43646586,0.29407272,1.1862522372775042,1.1862522372775042,0.801403272047347,1.0
4200000,1.9056602,217.11627906976744,0.42740554,0.29395652,1.03424309452995,1.03424309452995,0.5640270418471431,1.0
4220000,2.0024788,299.3835616438356,0.4144759,0.29082137,0.9530801478129882,0.9530801478129882,0.7969301640732239,1.0
4240000,1.8396474,304.4406779661017,0.427122,0.28953147,1.126433324344786,1.126433324344786,0.8300056335205833,1.0
4260000,2.0194714,305.44117647058823,0.3832005,0.28357905,0.93300810170181,0.93300810170181,0.801534060294644,1.0
4280000,1.8994018,319.98148148148147,0.47721425,0.2853568,1.4576324014337,1.4576324014337,0.8554007386167845,1.0
4300000,1.8364449,330.2608695652174,0.440376,0.2818574,1.075055807759729,1.075055807759729,0.8795081308057559,1.0
4320000,1.925243,261.55128205128204,0.43272024,0.28805727,1.0381103954517945,1.0381103954517945,0.7323706754598186,1.0
4340000,1.9765695,286.30434782608694,0.40977407,0.29055145,0.5953449379750595,0.5953449379750595,0.7687859377736037,1.0
4360000,1.767996,321.35483870967744,0.41061804,0.28474504,1.0500484169696436,1.0500484169696436,0.8337610241262212,1.0
4380000,1.8414563,304.82089552238807,0.36906275,0.28514808,0.9420515034289565,0.9420515034289565,0.7795529996058834,1.0
4400000,1.9201249,296.28125,0.36399287,0.28240025,0.8714656192914845,0.8714656192914845,0.7240016268915497,1.0
4420000,1.8718635,275.2435897435897,0.37092432,0.27286002,0.8869153970489816,0.8869153970489816,0.6553708592799898,1.0
4440000,1.9390668,256.77027027027026,0.41212946,0.27438486,1.0686383509365778,1.0686383509365778,0.7107840313190237,1.0
4460000,1.9161375,239.12048192771084,0.45544595,0.27346572,1.2212547585205313,1.2212547585205313,0.648712715610773,1.0
4480000,1.8435894,301.5076923076923,0.4404436,0.2824687,1.0136269171327092,1.0136269171327092,0.8041495623031202,1.0
4500000,1.7912575,247.9125,0.46952835,0.2758638,1.1846437430028345,1.1846437430028345,0.6638245935173472,1.0
4520000,1.9285806,337.0806451612903,0.37775433,0.2785557,1.0218103124135514,1.0218103124135514,0.9166402470852647,1.0
4540000,1.9028254,309.95081967213116,0.3729562,0.28416425,0.8417975490809739,0.8417975490809739,0.7424946217263331,1.0
